"","first_half","second_half","method","n"
"gene15078",0.239517511163709,0.065179461858779,"CARseq LFC","Total sample size in a half = 100"
"gene15088",0.763383311715381,0.547763820543493,"CARseq LFC","Total sample size in a half = 100"
"gene15098",0.77395503861029,0.705582470039478,"CARseq LFC","Total sample size in a half = 100"
"gene151012",1.12207246865695,0.506121610940439,"CARseq LFC","Total sample size in a half = 100"
"gene151112",NA,-1.26088960667658,"CARseq LFC","Total sample size in a half = 100"
"gene151211",2.05740697796913,0.641447907973724,"CARseq LFC","Total sample size in a half = 100"
"gene15139",0.694821991878468,0.523122380207924,"CARseq LFC","Total sample size in a half = 100"
"gene15148",0.957638536559476,-0.225676297268169,"CARseq LFC","Total sample size in a half = 100"
"gene15158",2.5144514823138,1.44791217712851,"CARseq LFC","Total sample size in a half = 100"
"gene15168",0.850600891113322,0.807925569854767,"CARseq LFC","Total sample size in a half = 100"
"gene15178",-Inf,1.02996252830452,"CARseq LFC","Total sample size in a half = 100"
"gene15188",0.659628341378175,0.911438179888204,"CARseq LFC","Total sample size in a half = 100"
"gene15198",0.241578102918038,0.191343326680756,"CARseq LFC","Total sample size in a half = 100"
"gene15208",1.17447686203256,0.649491817071044,"CARseq LFC","Total sample size in a half = 100"
"gene152112",0.89570391658588,0.0733732120081734,"CARseq LFC","Total sample size in a half = 100"
"gene152210",0.715214359436319,2.02864817898109,"CARseq LFC","Total sample size in a half = 100"
"gene15238",1.6615760899607,0.787742586457436,"CARseq LFC","Total sample size in a half = 100"
"gene15248",0.512981035956827,-0.0625715693520307,"CARseq LFC","Total sample size in a half = 100"
"gene15258",1.49010075531776,Inf,"CARseq LFC","Total sample size in a half = 100"
"gene15268",3.47171385314754,1.09705732513747,"CARseq LFC","Total sample size in a half = 100"
"gene15278",-1.96852907573554,1.04601154506227,"CARseq LFC","Total sample size in a half = 100"
"gene15288",0.145985746821975,1.05248470989612,"CARseq LFC","Total sample size in a half = 100"
"gene15298",1.2051162462744,-0.883592031924627,"CARseq LFC","Total sample size in a half = 100"
"gene15308",0.383541923077759,0.208839518151313,"CARseq LFC","Total sample size in a half = 100"
"gene153112",1.13801690694883,2.07229402393265,"CARseq LFC","Total sample size in a half = 100"
"gene153210",0.477589023748791,0.419464010299135,"CARseq LFC","Total sample size in a half = 100"
"gene15338",0.635776314436824,0.423757955044496,"CARseq LFC","Total sample size in a half = 100"
"gene15348",0.344698625816467,0.224432005678718,"CARseq LFC","Total sample size in a half = 100"
"gene15358",0.0585622222368454,1.72689093795825,"CARseq LFC","Total sample size in a half = 100"
"gene15368",0.861607080533012,-Inf,"CARseq LFC","Total sample size in a half = 100"
"gene15378",Inf,0.43999778685241,"CARseq LFC","Total sample size in a half = 100"
"gene15388",-0.140654410596854,0.520331420019625,"CARseq LFC","Total sample size in a half = 100"
"gene15398",0.767845164180441,0.54685781952226,"CARseq LFC","Total sample size in a half = 100"
"gene15408",Inf,Inf,"CARseq LFC","Total sample size in a half = 100"
"gene154112",0.607893582614535,0.856930148000258,"CARseq LFC","Total sample size in a half = 100"
"gene154210",0.590941943242226,0.698864057042224,"CARseq LFC","Total sample size in a half = 100"
"gene15438",1.15066474101653,0.360771260147983,"CARseq LFC","Total sample size in a half = 100"
"gene15448",0.644830286903872,0.198056843549481,"CARseq LFC","Total sample size in a half = 100"
"gene15458",0.92274008390141,0.354555489964641,"CARseq LFC","Total sample size in a half = 100"
"gene15468",1.07832464806861,0.907462868013483,"CARseq LFC","Total sample size in a half = 100"
"gene15478",0.52561236169965,0.82742739184708,"CARseq LFC","Total sample size in a half = 100"
"gene15488",0.0115596648145084,-0.0510619073954488,"CARseq LFC","Total sample size in a half = 100"
"gene15498",0.489060696880303,0.738722598554953,"CARseq LFC","Total sample size in a half = 100"
"gene15508",0.523266276711184,0.449649616331746,"CARseq LFC","Total sample size in a half = 100"
"gene155112",Inf,0.996610077572559,"CARseq LFC","Total sample size in a half = 100"
"gene155210",0.849837580911531,0.847872932340098,"CARseq LFC","Total sample size in a half = 100"
"gene15538",2.42045095552374,1.88701886710788,"CARseq LFC","Total sample size in a half = 100"
"gene15548",1.67881873371469,0.291308769499678,"CARseq LFC","Total sample size in a half = 100"
"gene15558",0.617465870589487,0.370229928996916,"CARseq LFC","Total sample size in a half = 100"
"gene15568",0.956624020736604,0.175974644453527,"CARseq LFC","Total sample size in a half = 100"
"gene15578",0.787185298619278,0.800331035750049,"CARseq LFC","Total sample size in a half = 100"
"gene15588",0.167841313050177,-2.15513129896685,"CARseq LFC","Total sample size in a half = 100"
"gene15598",0.953242187249081,0.295796934920602,"CARseq LFC","Total sample size in a half = 100"
"gene15608",-Inf,0.160574972143991,"CARseq LFC","Total sample size in a half = 100"
"gene156112",0.601257486256058,1.54019134176217,"CARseq LFC","Total sample size in a half = 100"
"gene156210",0.94784372614665,1.02787193480289,"CARseq LFC","Total sample size in a half = 100"
"gene15638",0.588483193891391,0.777028647088112,"CARseq LFC","Total sample size in a half = 100"
"gene15648",0.496189409713736,0.583932926530469,"CARseq LFC","Total sample size in a half = 100"
"gene15658",0.673748185412337,NA,"CARseq LFC","Total sample size in a half = 100"
"gene15668",0.484094157296531,0.715550163191339,"CARseq LFC","Total sample size in a half = 100"
"gene15678",0.569144272522322,0.560638911857039,"CARseq LFC","Total sample size in a half = 100"
"gene15688",1.51165847227858,-0.421421816617184,"CARseq LFC","Total sample size in a half = 100"
"gene15698",0.451000819309114,0.387180504629365,"CARseq LFC","Total sample size in a half = 100"
"gene15708",0.815854988435344,0.654047213130169,"CARseq LFC","Total sample size in a half = 100"
"gene157112",0.358856071556673,0.589624451390207,"CARseq LFC","Total sample size in a half = 100"
"gene157210",0.647991898880633,1.67340707146687,"CARseq LFC","Total sample size in a half = 100"
"gene15738",0.963178309769063,0.570287145187917,"CARseq LFC","Total sample size in a half = 100"
"gene15748",0.863701239153917,0.473729301618394,"CARseq LFC","Total sample size in a half = 100"
"gene15758",0.906162324013417,0.450758294860179,"CARseq LFC","Total sample size in a half = 100"
"gene15768",0.610759015685639,2.17218575016966,"CARseq LFC","Total sample size in a half = 100"
"gene15778",0.404710754738137,0.558899685066618,"CARseq LFC","Total sample size in a half = 100"
"gene15788",0.884948848990831,0.585984089077799,"CARseq LFC","Total sample size in a half = 100"
"gene15798",0.618573592735698,0.567958702298987,"CARseq LFC","Total sample size in a half = 100"
"gene15808",0.491245051896006,0.876505032086214,"CARseq LFC","Total sample size in a half = 100"
"gene158112",0.94357153164929,0.547169871585705,"CARseq LFC","Total sample size in a half = 100"
"gene158210",0.737225024774871,0.447616174387982,"CARseq LFC","Total sample size in a half = 100"
"gene15838",1.7295281356201,-0.243788510413473,"CARseq LFC","Total sample size in a half = 100"
"gene15848",0.132142211456876,1.03581130059696,"CARseq LFC","Total sample size in a half = 100"
"gene15858",-0.284884118170214,-0.379718126457157,"CARseq LFC","Total sample size in a half = 100"
"gene15868",0.470529854606001,-0.201153624878793,"CARseq LFC","Total sample size in a half = 100"
"gene15878",0.811546423235049,0.332571352318159,"CARseq LFC","Total sample size in a half = 100"
"gene15888",0.824425342330312,1.83906996631103,"CARseq LFC","Total sample size in a half = 100"
"gene15898",0.684521797569515,0.750827784995117,"CARseq LFC","Total sample size in a half = 100"
"gene15908",0.688485209650594,0.896999088982272,"CARseq LFC","Total sample size in a half = 100"
"gene159112",0.10423424613515,0.70035664796057,"CARseq LFC","Total sample size in a half = 100"
"gene159210",0.548241287154469,0.141098489748866,"CARseq LFC","Total sample size in a half = 100"
"gene15938",0.690062513200865,0.440996029849686,"CARseq LFC","Total sample size in a half = 100"
"gene15948",0.493900833530385,0.429797538957105,"CARseq LFC","Total sample size in a half = 100"
"gene15958",1.92739394536289,-0.0467568040118185,"CARseq LFC","Total sample size in a half = 100"
"gene15968",0.796704023347211,0.786357382837925,"CARseq LFC","Total sample size in a half = 100"
"gene15978",1.284897166448,-1.32149517984305,"CARseq LFC","Total sample size in a half = 100"
"gene15988",-Inf,NA,"CARseq LFC","Total sample size in a half = 100"
"gene15998",0.346822215271184,0.54836295211784,"CARseq LFC","Total sample size in a half = 100"
"gene16008",0.979588794205904,0.437518930729911,"CARseq LFC","Total sample size in a half = 100"
"gene160112",2.12468627699852,0.629457024508231,"CARseq LFC","Total sample size in a half = 100"
"gene160210",1.04457576333529,0.675472159955454,"CARseq LFC","Total sample size in a half = 100"
"gene16038",0.462495584913483,1.31876397801446,"CARseq LFC","Total sample size in a half = 100"
"gene16048",0.926060119568773,0.233175883644695,"CARseq LFC","Total sample size in a half = 100"
"gene16058",0.355267012773997,1.26201875633721,"CARseq LFC","Total sample size in a half = 100"
"gene16068",0.298652905565473,-0.420125072230721,"CARseq LFC","Total sample size in a half = 100"
"gene16078",0.515732992631518,0.261821364020414,"CARseq LFC","Total sample size in a half = 100"
"gene16088",0.430612194234116,3.15694142160338,"CARseq LFC","Total sample size in a half = 100"
"gene16098",0.861133046372789,1.11315520428428,"CARseq LFC","Total sample size in a half = 100"
"gene161012",0.93617897379439,1.04167822130111,"CARseq LFC","Total sample size in a half = 100"
"gene161112",15.8039504103059,0.146281564539058,"CARseq LFC","Total sample size in a half = 100"
"gene161211",0.937155642454208,0.865119993023942,"CARseq LFC","Total sample size in a half = 100"
"gene16139",0.478290622377042,0.869189923733188,"CARseq LFC","Total sample size in a half = 100"
"gene16148",0.554313897603685,0.892313518782922,"CARseq LFC","Total sample size in a half = 100"
"gene16158",0.486663074040036,0.0567723732970641,"CARseq LFC","Total sample size in a half = 100"
"gene16168",0.843535578312288,0.672114056384973,"CARseq LFC","Total sample size in a half = 100"
"gene16178",0.768613487280375,0.818007811053543,"CARseq LFC","Total sample size in a half = 100"
"gene16188",0.342830084301517,0.797963303049004,"CARseq LFC","Total sample size in a half = 100"
"gene16198",-Inf,0.633882445952389,"CARseq LFC","Total sample size in a half = 100"
"gene16208",0.0624245894006428,0.232640969646359,"CARseq LFC","Total sample size in a half = 100"
"gene162112",-0.47984176985285,0.246382888318573,"CARseq LFC","Total sample size in a half = 100"
"gene162210",1.24487570647404,-Inf,"CARseq LFC","Total sample size in a half = 100"
"gene16238",0.701148950181685,0.753574359533607,"CARseq LFC","Total sample size in a half = 100"
"gene16248",0.490828388879087,0.472931031074184,"CARseq LFC","Total sample size in a half = 100"
"gene16258",0.118610928627811,-0.00188333870335589,"CARseq LFC","Total sample size in a half = 100"
"gene16268",0.785216312738577,1.08102573725401,"CARseq LFC","Total sample size in a half = 100"
"gene16278",1.16005808567094,0.438788404161056,"CARseq LFC","Total sample size in a half = 100"
"gene16288",0.918827572971249,0.956474264059413,"CARseq LFC","Total sample size in a half = 100"
"gene16298",1.52547049829746,-0.093285023130475,"CARseq LFC","Total sample size in a half = 100"
"gene16308",0.820370268310345,0.906292554105878,"CARseq LFC","Total sample size in a half = 100"
"gene163112",0.517281832153866,0.177654633878953,"CARseq LFC","Total sample size in a half = 100"
"gene163210",-0.291222121540827,0.699441722428146,"CARseq LFC","Total sample size in a half = 100"
"gene16338",0.727146744307553,1.40373193006832,"CARseq LFC","Total sample size in a half = 100"
"gene16348",0.427102723989972,0.30690231133766,"CARseq LFC","Total sample size in a half = 100"
"gene16358",-0.478745962453284,0.952282477531185,"CARseq LFC","Total sample size in a half = 100"
"gene16368",1.45301701759982,0.401321630508002,"CARseq LFC","Total sample size in a half = 100"
"gene16378",0.789742610706836,0.837337684897155,"CARseq LFC","Total sample size in a half = 100"
"gene16388",0.695475179510728,0.384873882454907,"CARseq LFC","Total sample size in a half = 100"
"gene16398",0.569405307830652,0.504139994937057,"CARseq LFC","Total sample size in a half = 100"
"gene16408",NA,Inf,"CARseq LFC","Total sample size in a half = 100"
"gene164112",-0.115216662170174,1.52738749565068,"CARseq LFC","Total sample size in a half = 100"
"gene164210",0.789930624054421,0.612213994412031,"CARseq LFC","Total sample size in a half = 100"
"gene16438",Inf,2.08881488563708,"CARseq LFC","Total sample size in a half = 100"
"gene16448",0.582591901947573,0.85866123027928,"CARseq LFC","Total sample size in a half = 100"
"gene16458",0.341579065837263,0.703715962591037,"CARseq LFC","Total sample size in a half = 100"
"gene16468",0.64852519603754,0.641328768326825,"CARseq LFC","Total sample size in a half = 100"
"gene16478",1.15563717638591,0.841116355818563,"CARseq LFC","Total sample size in a half = 100"
"gene16488",-0.39118813516012,1.10716295566377,"CARseq LFC","Total sample size in a half = 100"
"gene16498",1.01242484154506,0.808007384272277,"CARseq LFC","Total sample size in a half = 100"
"gene16508",0.796835648062156,-0.130879111814256,"CARseq LFC","Total sample size in a half = 100"
"gene165112",0.0819542125650421,1.20664754860341,"CARseq LFC","Total sample size in a half = 100"
"gene165210",1.76896213385327,0.321827102804608,"CARseq LFC","Total sample size in a half = 100"
"gene16538",1.94292820303923,0.176230662855989,"CARseq LFC","Total sample size in a half = 100"
"gene16548",0.525954445504279,0.0981735257673682,"CARseq LFC","Total sample size in a half = 100"
"gene16558",0.885563187894757,0.749259083521318,"CARseq LFC","Total sample size in a half = 100"
"gene16568",0.544927170201565,0.216308738570683,"CARseq LFC","Total sample size in a half = 100"
"gene16578",0.561484605439628,0.237615153074081,"CARseq LFC","Total sample size in a half = 100"
"gene16588",0.370132421730261,0.585794357735599,"CARseq LFC","Total sample size in a half = 100"
"gene16598",-1.47533904339754,0.694226118331735,"CARseq LFC","Total sample size in a half = 100"
"gene16608",-0.365765631321948,0.858370741756175,"CARseq LFC","Total sample size in a half = 100"
"gene166112",-0.0533777723875983,1.36209230167067,"CARseq LFC","Total sample size in a half = 100"
"gene166210",0.971805207655503,2.180886514605,"CARseq LFC","Total sample size in a half = 100"
"gene16638",0.875488623565182,4.03166928234088,"CARseq LFC","Total sample size in a half = 100"
"gene16648",0.0215888133275401,-0.931324877479375,"CARseq LFC","Total sample size in a half = 100"
"gene16658",0.786153374329508,0.313575073496654,"CARseq LFC","Total sample size in a half = 100"
"gene16668",-0.377300795980128,0.614367623268365,"CARseq LFC","Total sample size in a half = 100"
"gene16678",Inf,Inf,"CARseq LFC","Total sample size in a half = 100"
"gene16688",0.329353923347749,0.52382143533267,"CARseq LFC","Total sample size in a half = 100"
"gene16698",0.737632472468131,0.68991865635721,"CARseq LFC","Total sample size in a half = 100"
"gene16708",0.88959087266114,0.497982778504056,"CARseq LFC","Total sample size in a half = 100"
"gene167112",0.80989903244329,1.33082118450485,"CARseq LFC","Total sample size in a half = 100"
"gene167210",0.264183319525923,0.889669681983564,"CARseq LFC","Total sample size in a half = 100"
"gene16738",0.778294188382872,0.376843727735785,"CARseq LFC","Total sample size in a half = 100"
"gene16748",1.06660666473181,0.465725386449731,"CARseq LFC","Total sample size in a half = 100"
"gene16758",0.714913360262917,0.704022751626029,"CARseq LFC","Total sample size in a half = 100"
"gene16768",0.841566669087982,0.0966521746901658,"CARseq LFC","Total sample size in a half = 100"
"gene16778",1.07032352057197,0.256358521319844,"CARseq LFC","Total sample size in a half = 100"
"gene16788",1.65697546965582,0.440337529729426,"CARseq LFC","Total sample size in a half = 100"
"gene16798",0.384772295685237,0.459581128373418,"CARseq LFC","Total sample size in a half = 100"
"gene16808",0.132208662888405,0.284045627542179,"CARseq LFC","Total sample size in a half = 100"
"gene168112",1.09455529555475,0.204269842032839,"CARseq LFC","Total sample size in a half = 100"
"gene168210",0.553674539069061,0.764890974416625,"CARseq LFC","Total sample size in a half = 100"
"gene16838",Inf,1.24205044009573,"CARseq LFC","Total sample size in a half = 100"
"gene16848",0.673018884281008,0.25796684498267,"CARseq LFC","Total sample size in a half = 100"
"gene16858",0.413716919485738,0.848819363753984,"CARseq LFC","Total sample size in a half = 100"
"gene16868",1.43377033289361,0.057736928605177,"CARseq LFC","Total sample size in a half = 100"
"gene16878",0.172124415267271,0.225154998719837,"CARseq LFC","Total sample size in a half = 100"
"gene16888",0.883710680577559,-Inf,"CARseq LFC","Total sample size in a half = 100"
"gene16898",-Inf,Inf,"CARseq LFC","Total sample size in a half = 100"
"gene16908",0.475661032761419,0.87318564247277,"CARseq LFC","Total sample size in a half = 100"
"gene169112",0.547193553021144,0.561501472846327,"CARseq LFC","Total sample size in a half = 100"
"gene169210",1.10524743811965,0.721660326301649,"CARseq LFC","Total sample size in a half = 100"
"gene16938",-1.6182918896145,2.46960524815784,"CARseq LFC","Total sample size in a half = 100"
"gene16948",0.926446494093944,0.47291342713884,"CARseq LFC","Total sample size in a half = 100"
"gene16958",0.672087071338883,1.24946542489112,"CARseq LFC","Total sample size in a half = 100"
"gene16968",-0.39088790546285,0.275042036856513,"CARseq LFC","Total sample size in a half = 100"
"gene16978",Inf,0.608809760936694,"CARseq LFC","Total sample size in a half = 100"
"gene16988",0.851323848429693,0.495330091736504,"CARseq LFC","Total sample size in a half = 100"
"gene16998",1.22328044207145,0.32973459438203,"CARseq LFC","Total sample size in a half = 100"
"gene17008",0.780185730229956,0.30407425524301,"CARseq LFC","Total sample size in a half = 100"
"gene170112",0.919746794638576,0.758597499266942,"CARseq LFC","Total sample size in a half = 100"
"gene170210",0.763194782671771,0.453552703415883,"CARseq LFC","Total sample size in a half = 100"
"gene17038",1.00360765377662,0.465819186828412,"CARseq LFC","Total sample size in a half = 100"
"gene17048",0.74289551458852,0.146614779360165,"CARseq LFC","Total sample size in a half = 100"
"gene17058",1.1617157883492,0.428146319864262,"CARseq LFC","Total sample size in a half = 100"
"gene17068",1.23691001376898,0.500528704223192,"CARseq LFC","Total sample size in a half = 100"
"gene17078",1.06804037510022,0.404261841711515,"CARseq LFC","Total sample size in a half = 100"
"gene17088",1.73879701755699,0.510330327496312,"CARseq LFC","Total sample size in a half = 100"
"gene17098",0.645285551476206,0.22211706473402,"CARseq LFC","Total sample size in a half = 100"
"gene171012",0.182217705928421,1.84842267564929,"CARseq LFC","Total sample size in a half = 100"
"gene171112",0.816694135106988,0.305705369097322,"CARseq LFC","Total sample size in a half = 100"
"gene171211",0.635881798833767,0.498866979082347,"CARseq LFC","Total sample size in a half = 100"
"gene17139",0.0680595869863035,-1.13060623420876,"CARseq LFC","Total sample size in a half = 100"
"gene17148",0.611956251545124,0.171396747348498,"CARseq LFC","Total sample size in a half = 100"
"gene17158",0.833446183365732,0.972740026737585,"CARseq LFC","Total sample size in a half = 100"
"gene17168",0.517310153242644,-0.0314766106964854,"CARseq LFC","Total sample size in a half = 100"
"gene17178",0.377605096471244,1.05053685396797,"CARseq LFC","Total sample size in a half = 100"
"gene17188",0.378951356526446,0.398788027428685,"CARseq LFC","Total sample size in a half = 100"
"gene17198",0.642227397295709,0.903128080424826,"CARseq LFC","Total sample size in a half = 100"
"gene17208",-0.521546029247551,1.21913114920694,"CARseq LFC","Total sample size in a half = 100"
"gene172112",Inf,-1.40550941183429,"CARseq LFC","Total sample size in a half = 100"
"gene172210",-0.0419653244509728,0.660936293463099,"CARseq LFC","Total sample size in a half = 100"
"gene17238",0.595143827460671,0.763631620359563,"CARseq LFC","Total sample size in a half = 100"
"gene17248",0.353292221105509,0.585413873051388,"CARseq LFC","Total sample size in a half = 100"
"gene17258",1.22095771842804,0.38787201363689,"CARseq LFC","Total sample size in a half = 100"
"gene17268",-0.0213083398535887,0.34181749507513,"CARseq LFC","Total sample size in a half = 100"
"gene17278",0.665199549738115,0.69559855765095,"CARseq LFC","Total sample size in a half = 100"
"gene17288",0.250283402440343,0.70699125715173,"CARseq LFC","Total sample size in a half = 100"
"gene17298",0.441845058281509,0.343558996013293,"CARseq LFC","Total sample size in a half = 100"
"gene17308",1.30569623240707,NA,"CARseq LFC","Total sample size in a half = 100"
"gene173112",0.318821537595022,0.356215257136564,"CARseq LFC","Total sample size in a half = 100"
"gene173210",-Inf,0.825148661187367,"CARseq LFC","Total sample size in a half = 100"
"gene17338",0.477197839869225,0.753380678384801,"CARseq LFC","Total sample size in a half = 100"
"gene17348",Inf,0.621856536026612,"CARseq LFC","Total sample size in a half = 100"
"gene17358",0.766070754224764,1.99632016407187,"CARseq LFC","Total sample size in a half = 100"
"gene17368",0.585944198449734,1.36550774118339,"CARseq LFC","Total sample size in a half = 100"
"gene17378",1.62266580881813,1.44135679074078,"CARseq LFC","Total sample size in a half = 100"
"gene17388",0.915947933231329,0.429855661964208,"CARseq LFC","Total sample size in a half = 100"
"gene17398",0.428155736286653,0.602112677619125,"CARseq LFC","Total sample size in a half = 100"
"gene17408",0.755943214728657,0.439558599867175,"CARseq LFC","Total sample size in a half = 100"
"gene174112",-Inf,-1.17639888819089,"CARseq LFC","Total sample size in a half = 100"
"gene174210",1.10525095469823,1.04330205510175,"CARseq LFC","Total sample size in a half = 100"
"gene17438",0.141984220544814,-0.395408219644745,"CARseq LFC","Total sample size in a half = 100"
"gene17448",0.324591788948562,-1.6300847833307,"CARseq LFC","Total sample size in a half = 100"
"gene17458",-0.0122365172664818,1.01626741734596,"CARseq LFC","Total sample size in a half = 100"
"gene17468",0.697703213093016,0.689415361629633,"CARseq LFC","Total sample size in a half = 100"
"gene17478",0.31133655893266,0.631329852974441,"CARseq LFC","Total sample size in a half = 100"
"gene17488",0.394382080262042,0.197070145388501,"CARseq LFC","Total sample size in a half = 100"
"gene17498",0.559599032404026,0.755127483570187,"CARseq LFC","Total sample size in a half = 100"
"gene17508",0.683021739667045,0.619828014403562,"CARseq LFC","Total sample size in a half = 100"
"gene175112",1.05822779888899,0.442445423397254,"CARseq LFC","Total sample size in a half = 100"
"gene175210",0.73244767758155,0.596406247777767,"CARseq LFC","Total sample size in a half = 100"
"gene17538",0.812488699751688,0.654378998590599,"CARseq LFC","Total sample size in a half = 100"
"gene17548",-1.08066465951018,0.68822944647079,"CARseq LFC","Total sample size in a half = 100"
"gene17558",0.934445619697197,1.33372544795192,"CARseq LFC","Total sample size in a half = 100"
"gene17568",0.586479989133477,0.610011285446144,"CARseq LFC","Total sample size in a half = 100"
"gene17578",0.957114125477942,0.789131204797183,"CARseq LFC","Total sample size in a half = 100"
"gene17588",0.434748520906642,0.920759727415508,"CARseq LFC","Total sample size in a half = 100"
"gene17598",0.644982099549971,0.825742702268804,"CARseq LFC","Total sample size in a half = 100"
"gene17608",Inf,1.40840781775318,"CARseq LFC","Total sample size in a half = 100"
"gene176112",-0.0846359723324992,0.737792788312657,"CARseq LFC","Total sample size in a half = 100"
"gene176210",3.23969905018151,Inf,"CARseq LFC","Total sample size in a half = 100"
"gene17638",1.3815877166359,-Inf,"CARseq LFC","Total sample size in a half = 100"
"gene17648",1.31983494751748,0.754946722443075,"CARseq LFC","Total sample size in a half = 100"
"gene17658",1.9910730944894,1.99782729441138,"CARseq LFC","Total sample size in a half = 100"
"gene17668",-0.323038073455252,0.780984099934354,"CARseq LFC","Total sample size in a half = 100"
"gene17678",0.824949863532236,0.571319027953235,"CARseq LFC","Total sample size in a half = 100"
"gene17688",0.398144243083628,0.34329633076037,"CARseq LFC","Total sample size in a half = 100"
"gene17698",-0.836264641997288,0.207308150249858,"CARseq LFC","Total sample size in a half = 100"
"gene17708",NA,-0.96336385648201,"CARseq LFC","Total sample size in a half = 100"
"gene177112",0.806475672703507,0.314863637124806,"CARseq LFC","Total sample size in a half = 100"
"gene177210",0.688989343195496,0.515954522962176,"CARseq LFC","Total sample size in a half = 100"
"gene17738",0.0134398893931384,0.636761079798844,"CARseq LFC","Total sample size in a half = 100"
"gene17748",0.89475963686791,0.586095701531493,"CARseq LFC","Total sample size in a half = 100"
"gene17758",1.12777358764608,0.357585550919667,"CARseq LFC","Total sample size in a half = 100"
"gene17768",1.05709809194981,0.903725882209659,"CARseq LFC","Total sample size in a half = 100"
"gene17778",0.195553047601233,0.698388118651117,"CARseq LFC","Total sample size in a half = 100"
"gene17788",0.458909919275499,0.450263235055574,"CARseq LFC","Total sample size in a half = 100"
"gene17798",Inf,1.68879607921324,"CARseq LFC","Total sample size in a half = 100"
"gene17808",0.0470630105772774,0.219232283089135,"CARseq LFC","Total sample size in a half = 100"
"gene178112",0.509123533813816,0.371708258942882,"CARseq LFC","Total sample size in a half = 100"
"gene178210",0.767059842755788,0.760132260558858,"CARseq LFC","Total sample size in a half = 100"
"gene17838",0.66141379166136,0.753212125073181,"CARseq LFC","Total sample size in a half = 100"
"gene17848",Inf,1.06653590057275,"CARseq LFC","Total sample size in a half = 100"
"gene17858",0.388937088084469,0.520711774095616,"CARseq LFC","Total sample size in a half = 100"
"gene17868",0.614479422731785,0.646805954150175,"CARseq LFC","Total sample size in a half = 100"
"gene17878",0.773361335154727,0.994248222158244,"CARseq LFC","Total sample size in a half = 100"
"gene17888",-0.357017349810445,0.534881085382174,"CARseq LFC","Total sample size in a half = 100"
"gene17898",1.27792039188926,-Inf,"CARseq LFC","Total sample size in a half = 100"
"gene17908",-0.57841953281895,0.989327863656488,"CARseq LFC","Total sample size in a half = 100"
"gene179112",0.808198416425715,-0.0923062285958147,"CARseq LFC","Total sample size in a half = 100"
"gene179210",1.07332058552298,0.677471751088734,"CARseq LFC","Total sample size in a half = 100"
"gene17938",0.537519706298409,0.754745404748059,"CARseq LFC","Total sample size in a half = 100"
"gene17948",0.892138618393265,1.06570990506314,"CARseq LFC","Total sample size in a half = 100"
"gene17958",0.931789064048417,0.569328197530917,"CARseq LFC","Total sample size in a half = 100"
"gene17968",0.25102508358767,0.380943911196719,"CARseq LFC","Total sample size in a half = 100"
"gene17978",0.955274350341063,1.87253206380985,"CARseq LFC","Total sample size in a half = 100"
"gene17988",0.266043171949334,0.365467856959358,"CARseq LFC","Total sample size in a half = 100"
"gene17998",0.770394585794,1.46119098019501,"CARseq LFC","Total sample size in a half = 100"
"gene18008",0.287811529392542,0.869082978802521,"CARseq LFC","Total sample size in a half = 100"
"gene180112",1.33021558085014,2.16479956835968,"CARseq LFC","Total sample size in a half = 100"
"gene180210",0.889502349690214,1.05800541971713,"CARseq LFC","Total sample size in a half = 100"
"gene18038",0.557144156662508,0.990542905531645,"CARseq LFC","Total sample size in a half = 100"
"gene18048",-0.044146321374148,1.46010798627864,"CARseq LFC","Total sample size in a half = 100"
"gene18058",0.638547026089727,0.655839547042833,"CARseq LFC","Total sample size in a half = 100"
"gene18068",1.12426517149143,0.855629796899696,"CARseq LFC","Total sample size in a half = 100"
"gene18078",0.936397741341533,0.558434176832586,"CARseq LFC","Total sample size in a half = 100"
"gene18088",-0.539410810264307,Inf,"CARseq LFC","Total sample size in a half = 100"
"gene18098",1.45636896157462,0.662993139883719,"CARseq LFC","Total sample size in a half = 100"
"gene181012",Inf,-0.171544803277637,"CARseq LFC","Total sample size in a half = 100"
"gene181112",0.77925840651837,-0.0759937506114997,"CARseq LFC","Total sample size in a half = 100"
"gene181211",-2.09913988301049,0.387536575372898,"CARseq LFC","Total sample size in a half = 100"
"gene18139",1.04491363926373,1.13696703530007,"CARseq LFC","Total sample size in a half = 100"
"gene18148",0.490018095912859,1.32299032369492,"CARseq LFC","Total sample size in a half = 100"
"gene18158",0.412462099467127,2.12723600726481,"CARseq LFC","Total sample size in a half = 100"
"gene18168",0.50502080784347,NA,"CARseq LFC","Total sample size in a half = 100"
"gene18178",0.358873915051304,0.296279092684771,"CARseq LFC","Total sample size in a half = 100"
"gene18188",Inf,-0.507245787251244,"CARseq LFC","Total sample size in a half = 100"
"gene18198",-0.407067520650069,1.20956674744927,"CARseq LFC","Total sample size in a half = 100"
"gene18208",0.883445616513292,0.161242902760974,"CARseq LFC","Total sample size in a half = 100"
"gene182112",1.52788646657993,1.27013480798545,"CARseq LFC","Total sample size in a half = 100"
"gene182210",-1.19286295326608,-0.113479555781411,"CARseq LFC","Total sample size in a half = 100"
"gene18238",1.16823994942726,0.641189434273177,"CARseq LFC","Total sample size in a half = 100"
"gene18248",Inf,0.501456203112816,"CARseq LFC","Total sample size in a half = 100"
"gene18258",1.15102253466917,0.730676247875621,"CARseq LFC","Total sample size in a half = 100"
