ID	gene	r
ENSG00000118849	RARRES1	0.043183244
ENSG00000198865	CCDC152	0.043177611
ENSG00000181904	C5orf24	0.043122178
ENSG00000118046	STK11	0.043120425
ENSG00000197375	SLC22A5	0.043099329
ENSG00000137575	SDCBP	0.043023898
ENSG00000130024	PHF10	0.042918108
ENSG00000160712	IL6R	0.042894139
ENSG00000176454	LPCAT4	0.042848876
ENSG00000154832	CXXC1	0.042825782
ENSG00000107186	MPDZ	0.042805628
ENSG00000146263	MMS22L	0.042802123
ENSG00000030110	BAK1	0.042764709
ENSG00000229739	RP11-295K2.3	0.042750106
ENSG00000151612	ZNF827	0.042441577
ENSG00000144824	PHLDB2	0.042380521
ENSG00000185650	ZFP36L1	0.042259991
ENSG00000141858	SAMD1	0.041888303
ENSG00000115816	CEBPZ	0.041861189
ENSG00000229618	AC011288.2	0.041848898
ENSG00000183778	B3GALT5	0.041836317
ENSG00000181938	GINS3	0.041735555
ENSG00000198556	ZNF789	0.041633404
ENSG00000164879	CA3	0.041626214
ENSG00000143977	SNRPG	0.041532212
ENSG00000176973	FAM89B	0.041509232
ENSG00000135709	KIAA0513	0.041472843
ENSG00000137845	ADAM10	0.041332327
ENSG00000129187	DCTD	0.041311898
ENSG00000144355	DLX1	0.041236135
ENSG00000054267	ARID4B	0.041193951
ENSG00000235194	PPP1R3E	0.041120316
ENSG00000092421	SEMA6A	0.041105259
ENSG00000164841	TMEM74	0.041004621
ENSG00000253352	TUG1	0.040961314
ENSG00000151893	CACUL1	0.04089356
ENSG00000147592	LACTB2	0.040789896
ENSG00000042062	FAM65C	0.04069244
ENSG00000164758	MED30	0.04062384
ENSG00000059588	TARBP1	0.04050016
ENSG00000101782	RIOK3	0.040428145
ENSG00000108349	CASC3	0.040286594
ENSG00000140398	NEIL1	0.040204278
ENSG00000181240	SLC25A41	0.040192979
ENSG00000102882	MAPK3	0.040075486
ENSG00000100209	HSCB	0.03998043
ENSG00000141569	TRIM65	0.039755599
ENSG00000123349	PFDN5	0.039735057
ENSG00000245213	RP11-10K16.1	0.039589751
ENSG00000128011	LRFN1	0.039465931
ENSG00000197756	RPL37A	0.039464538
ENSG00000102710	SUPT20H	0.039181327
ENSG00000205209	SCGB2B2	0.039110232
ENSG00000125388	GRK4	0.039106088
ENSG00000140464	PML	0.039083141
ENSG00000185513	L3MBTL1	0.038947568
ENSG00000154856	APCDD1	0.03887885
ENSG00000146729	GBAS	0.038862578
ENSG00000107554	DNMBP	0.038842557
ENSG00000047365	ARAP2	0.038766152
ENSG00000147996	CBWD5	0.038499822
ENSG00000243317	C7orf73	0.038396972
ENSG00000162627	SNX7	0.038176949
ENSG00000255537	AP000708.1	0.037899727
ENSG00000132613	MTSS1L	0.037877667
ENSG00000093167	LRRFIP2	0.03786513
ENSG00000146151	HMGCLL1	0.037781495
ENSG00000146842	TMEM209	0.037751914
ENSG00000204706	MAMDC2-AS1	0.037666315
ENSG00000151116	UEVLD	0.037616666
ENSG00000183066	WBP2NL	0.037566224
ENSG00000165140	FBP1	0.037557828
ENSG00000071082	RPL31	0.037538226
ENSG00000234545	FAM133B	0.037363029
ENSG00000142396	ERVK3-1	0.037312336
ENSG00000149474	CSRP2BP	0.037189398
ENSG00000141013	GAS8	0.037110077
ENSG00000205763	RP9P	0.037093268
ENSG00000105270	CLIP3	0.036993553
ENSG00000189283	FHIT	0.036866884
ENSG00000134851	TMEM165	0.036831775
ENSG00000080371	RAB21	0.036759748
ENSG00000107736	CDH23	0.036662079
ENSG00000168594	ADAM29	0.036582108
ENSG00000132635	PCED1A	0.036567853
ENSG00000163322	FAM175A	0.036354715
ENSG00000173511	VEGFB	0.036351479
ENSG00000243024	RPS11P6	0.03634353
ENSG00000156508	EEF1A1	0.036309613
ENSG00000163492	CCDC141	0.036275962
ENSG00000139352	ASCL1	0.036275937
ENSG00000183114	FAM43B	0.036120919
ENSG00000108854	SMURF2	0.036033946
ENSG00000119729	RHOQ	0.036022282
ENSG00000134769	DTNA	0.035878777
ENSG00000274523	WBSCR16	0.035873843
ENSG00000203667	COX20	0.035852531
ENSG00000163029	SMC6	0.035788789
ENSG00000165525	NEMF	0.035759589
ENSG00000111676	ATN1	0.035650644
ENSG00000119707	RBM25	0.035415773
ENSG00000165966	PDZRN4	0.035401547
ENSG00000222041	LINC00152	0.035337897
ENSG00000111860	CEP85L	0.035120911
ENSG00000173068	BNC2	0.034753505
ENSG00000107317	PTGDS	0.034742004
ENSG00000077157	PPP1R12B	0.034696032
ENSG00000144468	RHBDD1	0.034679376
ENSG00000162836	ACP6	0.034626287
ENSG00000197822	OCLN	0.034468298
ENSG00000157823	AP3S2	0.034457139
ENSG00000099785	MARCH2	0.034291176
ENSG00000108950	FAM20A	0.034247235
ENSG00000167964	RAB26	0.034217304
ENSG00000232656	IDI2-AS1	0.034172247
ENSG00000151665	PIGF	0.033954263
ENSG00000020922	MRE11A	0.033886562
ENSG00000120158	RCL1	0.033630551
ENSG00000153574	RPIA	0.033527416
ENSG00000198000	NOL8	0.03332268
ENSG00000126870	WDR60	0.033309174
ENSG00000105516	DBP	0.033264855
ENSG00000196361	ELAVL3	0.03325933
ENSG00000140365	COMMD4	0.033172247
ENSG00000047648	ARHGAP6	0.033150032
ENSG00000152763	WDR78	0.03286242
ENSG00000214021	TTLL3	0.032824276
ENSG00000129197	RPAIN	0.032793651
ENSG00000144579	CTDSP1	0.03279257
ENSG00000125755	SYMPK	0.032753609
ENSG00000174373	RALGAPA1	0.03263074
ENSG00000225470	JPX	0.032608916
ENSG00000101542	CDH20	0.032504657
ENSG00000153237	CCDC148	0.031824642
ENSG00000164850	GPER1	0.031818059
ENSG00000169689	STRA13	0.031705534
ENSG00000088881	EBF4	0.031704678
ENSG00000169564	PCBP1	0.031631663
ENSG00000273015	RP11-352M15.2	0.031412586
ENSG00000113658	SMAD5	0.031313402
ENSG00000173598	NUDT4	0.031261559
ENSG00000153064	BANK1	0.031167089
ENSG00000144802	NFKBIZ	0.031129426
ENSG00000067066	SP100	0.031115519
ENSG00000172469	MANEA	0.031067617
ENSG00000004864	SLC25A13	0.031047175
ENSG00000163931	TKT	0.031039031
ENSG00000228393	LINC01004	0.030922652
ENSG00000054983	GALC	0.030867015
ENSG00000172456	FGGY	0.030690813
ENSG00000168807	SNTB2	0.030681628
ENSG00000129515	SNX6	0.03056578
ENSG00000225110	LL0XNC01-16G2.1	0.03056195
ENSG00000066136	NFYC	0.030260609
ENSG00000176909	MAMSTR	0.029939597
ENSG00000170759	KIF5B	0.029938022
ENSG00000231889	TRAF3IP2-AS1	0.029865535
ENSG00000177752	YIPF7	0.029853738
ENSG00000068724	TTC7A	0.029843823
ENSG00000100146	SOX10	0.029839838
ENSG00000171858	RPS21	0.029833921
ENSG00000264278	RP11-162A12.2	0.029804374
ENSG00000238287	RP11-656D10.3	0.029522665
ENSG00000125170	DOK4	0.029495854
ENSG00000187079	TEAD1	0.029422409
ENSG00000153904	DDAH1	0.029328287
ENSG00000165724	ZMYND19	0.029073147
ENSG00000184007	PTP4A2	0.029063391
ENSG00000075413	MARK3	0.028944379
ENSG00000111775	COX6A1	0.02890503
ENSG00000183570	PCBP3	0.028744882
ENSG00000181804	SLC9A9	0.028659919
ENSG00000112640	PPP2R5D	0.028625775
ENSG00000125122	LRRC29	0.028613887
ENSG00000185920	PTCH1	0.028573972
ENSG00000127804	METTL16	0.028413695
ENSG00000011376	LARS2	0.028240604
ENSG00000158458	NRG2	0.028233529
ENSG00000167216	KATNAL2	0.028222378
ENSG00000165029	ABCA1	0.028213118
ENSG00000240401	AC012358.8	0.027825075
ENSG00000260941	LINC00622	0.027799607
ENSG00000163156	SCNM1	0.027665679
ENSG00000073605	GSDMB	0.027611227
ENSG00000116898	MRPS15	0.027512285
ENSG00000149485	FADS1	0.027473765
ENSG00000147853	AK3	0.02744636
ENSG00000168243	GNG4	0.027421397
ENSG00000163935	SFMBT1	0.027267915
ENSG00000182218	HHIPL1	0.027218039
ENSG00000142676	RPL11	0.027202422
ENSG00000185753	CXorf38	0.027039799
ENSG00000170959	DCDC1	0.026932348
ENSG00000272009	RP1-313I6.12	0.026922635
ENSG00000157613	CREB3L1	0.026876429
ENSG00000272758	RP11-299J3.8	0.026778947
ENSG00000117791	MARC2	0.026744576
ENSG00000134243	SORT1	0.026565307
ENSG00000140836	ZFHX3	0.026531268
ENSG00000204764	RANBP17	0.026523766
ENSG00000105607	GCDH	0.02650047
ENSG00000157870	FAM213B	0.026464248
ENSG00000122591	FAM126A	0.026427636
ENSG00000134897	BIVM	0.026383335
ENSG00000182013	PNMAL1	0.026223834
ENSG00000138050	THUMPD2	0.026200366
ENSG00000172014	ANKRD20A4	0.026196774
ENSG00000249509	RP11-402J6.1	0.026007665
ENSG00000099139	PCSK5	0.025995723
ENSG00000103248	MTHFSD	0.025758089
ENSG00000146409	SLC18B1	0.025738654
ENSG00000107897	ACBD5	0.025600445
ENSG00000185669	SNAI3	0.025428756
ENSG00000174226	SNX31	0.02531957
ENSG00000150637	CD226	0.025277928
ENSG00000261221	ZNF865	0.025170639
ENSG00000169062	UPF3A	0.025035604
ENSG00000177133	LINC00982	0.024907018
ENSG00000203666	EFCAB2	0.024811727
ENSG00000089048	ESF1	0.024719404
ENSG00000072274	TFRC	0.024584469
ENSG00000029363	BCLAF1	0.024490549
ENSG00000073969	NSF	0.024128945
ENSG00000163520	FBLN2	0.02407866
ENSG00000106636	YKT6	0.024054339
ENSG00000230510	PPP5D1	0.023992666
ENSG00000174990	CA5A	0.023971723
ENSG00000116729	WLS	0.02384275
ENSG00000235478	AC006946.15	0.023812887
ENSG00000177954	RPS27	0.023721504
ENSG00000205517	RGL3	0.02371093
ENSG00000223959	AFG3L1P	0.023658585
ENSG00000226380	AC058791.1	0.023607905
ENSG00000164961	KIAA0196	0.023446159
ENSG00000170266	GLB1	0.023230561
ENSG00000154059	IMPACT	0.023202429
ENSG00000166947	EPB42	0.023175728
ENSG00000156587	UBE2L6	0.023164538
ENSG00000118412	CASP8AP2	0.023142413
ENSG00000167553	TUBA1C	0.02313099
ENSG00000131778	CHD1L	0.023111358
ENSG00000189308	LIN54	0.022960227
ENSG00000005889	ZFX	0.022876043
ENSG00000164244	PRRC1	0.022732476
ENSG00000089597	GANAB	0.022711928
ENSG00000138606	SHF	0.022709196
ENSG00000102935	ZNF423	0.022674737
ENSG00000047644	WWC3	0.022406674
ENSG00000187720	THSD4	0.02239956
ENSG00000226471	CTA-292E10.6	0.022108205
ENSG00000123600	METTL8	0.021944716
ENSG00000127249	ATP13A4	0.021891908
ENSG00000105357	MYH14	0.021145526
ENSG00000184611	KCNH7	0.021055535
ENSG00000125804	FAM182A	0.021001948
ENSG00000214182	PTMAP5	0.020959786
ENSG00000237310	GS1-124K5.4	0.020805635
ENSG00000278311	GGNBP2	0.020723417
ENSG00000165185	KIAA1958	0.020681575
ENSG00000006453	BAIAP2L1	0.0206689
ENSG00000167258	CDK12	0.02063211
ENSG00000060237	WNK1	0.020571376
ENSG00000259462	CPEB1-AS1	0.020465585
ENSG00000177917	ARL6IP6	0.020149882
ENSG00000181027	FKRP	0.02013021
ENSG00000206190	ATP10A	0.02008729
ENSG00000114450	GNB4	0.019854864
ENSG00000136205	TNS3	0.019621132
ENSG00000138449	SLC40A1	0.019544406
ENSG00000135678	CPM	0.019541793
ENSG00000109066	TMEM104	0.019467683
ENSG00000115271	GCA	0.019426159
ENSG00000143537	ADAM15	0.019217384
ENSG00000143190	POU2F1	0.019151707
ENSG00000104825	NFKBIB	0.019093557
ENSG00000164398	ACSL6	0.019011119
ENSG00000182628	SKA2	0.018953974
ENSG00000231531	HINT1P1	0.018948536
ENSG00000103534	TMC5	0.018915634
ENSG00000100325	ASCC2	0.01888644
ENSG00000186532	SMYD4	0.018842674
ENSG00000232871	SEC1P	0.018738671
ENSG00000211448	DIO2	0.018655483
ENSG00000150361	KLHL1	0.018627367
ENSG00000273301	RP11-314B1.2	0.018585005
ENSG00000158813	EDA	0.018577019
ENSG00000133773	CCDC59	0.018543643
ENSG00000137076	TLN1	0.01851029
ENSG00000152518	ZFP36L2	0.018275585
ENSG00000171206	TRIM8	0.018037297
ENSG00000162946	DISC1	0.018014143
ENSG00000123595	RAB9A	0.017882856
ENSG00000100941	PNN	0.017816153
ENSG00000149403	GRIK4	0.017788745
ENSG00000138587	MNS1	0.01766894
ENSG00000003436	TFPI	0.017641912
ENSG00000101298	SNPH	0.017627602
ENSG00000167005	NUDT21	0.017531004
ENSG00000173473	SMARCC1	0.017456878
ENSG00000196756	SNHG17	0.017434287
ENSG00000123009	NME2P1	0.017414627
ENSG00000132837	DMGDH	0.017243905
ENSG00000152457	DCLRE1C	0.017192207
ENSG00000165410	CFL2	0.017084965
ENSG00000042088	TDP1	0.01706114
ENSG00000198162	MAN1A2	0.016977163
ENSG00000163104	SMARCAD1	0.016876726
ENSG00000101198	NKAIN4	0.016833761
ENSG00000109458	GAB1	0.016632767
ENSG00000164111	ANXA5	0.016609385
ENSG00000186297	GABRA5	0.016375402
ENSG00000182185	RAD51B	0.016246505
ENSG00000142751	GPN2	0.016028283
ENSG00000256745	RP11-680H20.1	0.015987398
ENSG00000173041	ZNF680	0.015887617
ENSG00000164776	PHKG1	0.015781943
ENSG00000187105	HEATR4	0.015751579
ENSG00000243716	NPIPB5	0.015733402
ENSG00000204389	HSPA1A	0.015697559
ENSG00000197879	MYO1C	0.015598783
ENSG00000176533	GNG7	0.015444647
ENSG00000175221	MED16	0.015444627
ENSG00000206559	ZCWPW2	0.015434353
ENSG00000231607	DLEU2	0.015079618
ENSG00000175854	SWI5	0.015030807
ENSG00000138182	KIF20B	0.014821442
ENSG00000108370	RGS9	0.014815289
ENSG00000106397	PLOD3	0.014784668
ENSG00000273345	CTD-2410N18.4	0.014770002
ENSG00000164076	CAMKV	0.014465841
ENSG00000103549	RNF40	0.014394532
ENSG00000117691	NENF	0.014242376
ENSG00000174844	DNAH12	0.01396439
ENSG00000135900	MRPL44	0.013603095
ENSG00000165092	ALDH1A1	0.013491784
ENSG00000169957	ZNF768	0.013380279
ENSG00000156482	RPL30	0.013139074
ENSG00000169718	DUS1L	0.013026088
ENSG00000135407	AVIL	0.012793067
ENSG00000233895	RP1-122P22.2	0.012752542
ENSG00000110274	CEP164	0.012708449
ENSG00000107738	C10orf54	0.012630612
ENSG00000080822	CLDND1	0.012491466
ENSG00000130988	RGN	0.012469568
ENSG00000130826	DKC1	0.012447374
ENSG00000132321	IQCA1	0.012420892
ENSG00000179085	DPM3	0.012331462
ENSG00000180822	PSMG4	0.01211022
ENSG00000259460	RP11-128A17.1	0.012084552
ENSG00000247400	DNAJC3-AS1	0.012032785
ENSG00000221926	TRIM16	0.011801759
ENSG00000175356	SCUBE2	0.011644324
ENSG00000250938	RP11-679C8.2	0.011613086
ENSG00000014164	ZC3H3	0.011528195
ENSG00000276293	PIP4K2B	0.011518941
ENSG00000249459	ZNF286B	0.011169166
ENSG00000223750	SIRPB3P	0.011073414
ENSG00000230084	RP4-613B23.1	0.01090052
ENSG00000172380	GNG12	0.010725168
ENSG00000188647	PTAR1	0.010526895
ENSG00000171824	EXOSC10	0.010238376
ENSG00000180801	ARSJ	0.010219993
ENSG00000231205	ZNF826P	0.010045731
ENSG00000216895	AC009403.2	0.009801587
ENSG00000155592	ZKSCAN2	0.009777397
ENSG00000246090	RP11-696N14.1	0.00975713
ENSG00000245532	NEAT1	0.009680998
ENSG00000133884	DPF2	0.009679987
ENSG00000141293	SKAP1	0.009335618
ENSG00000103363	TCEB2	0.009141339
ENSG00000213341	CHUK	0.009123463
ENSG00000189045	ANKDD1B	0.009065656
ENSG00000117450	PRDX1	0.009064683
ENSG00000166272	WBP1L	0.008959564
ENSG00000149639	SOGA1	0.008956762
ENSG00000075420	FNDC3B	0.008633354
ENSG00000160613	PCSK7	0.008586573
ENSG00000226608	FTLP3	0.008559718
ENSG00000168679	SLC16A4	0.008456886
ENSG00000107957	SH3PXD2A	0.008451338
ENSG00000136717	BIN1	0.008057681
ENSG00000182796	TMEM198B	0.008024121
ENSG00000131115	ZNF227	0.008010852
ENSG00000122026	RPL21	0.007985608
ENSG00000157306	RP11-66N24.4	0.007843039
ENSG00000110660	SLC35F2	0.007760441
ENSG00000255435	RP11-770J1.3	0.007759759
ENSG00000103995	CEP152	0.007729386
ENSG00000169738	DCXR	0.007652795
ENSG00000105372	RPS19	0.007540529
ENSG00000111846	GCNT2	0.007345927
ENSG00000137478	FCHSD2	0.007310582
ENSG00000136048	DRAM1	0.007282606
ENSG00000229715	EEF1DP3	0.007132762
ENSG00000183963	SMTN	0.007061071
ENSG00000061273	HDAC7	0.006835159
ENSG00000223768	LINC00205	0.006832522
ENSG00000150636	CCDC102B	0.006594882
ENSG00000269946	RP11-2B6.3	0.006476509
ENSG00000196262	PPIA	0.006346473
ENSG00000169733	RFNG	0.006336463
ENSG00000122547	EEPD1	0.006188934
ENSG00000128185	DGCR6L	0.006184098
ENSG00000154262	ABCA6	0.005920211
ENSG00000141854	CTB-55O6.8	0.005887741
ENSG00000168710	AHCYL1	0.00582857
ENSG00000127603	MACF1	0.005321751
ENSG00000105552	BCAT2	0.005169202
ENSG00000164219	PGGT1B	0.005115882
ENSG00000136147	PHF11	0.005032687
ENSG00000095209	TMEM38B	0.004823418
ENSG00000154898	CCDC144CP	0.00477597
ENSG00000260517	RP11-426C22.5	0.004684266
ENSG00000262801	U91319.1	0.00453937
ENSG00000163714	U2SURP	0.00416765
ENSG00000169857	AVEN	0.004123769
ENSG00000198719	DLL1	0.00408297
ENSG00000246922	UBAP1L	0.003998743
ENSG00000134539	KLRD1	0.003764764
ENSG00000177738	CTD-2201E18.3	0.003614251
ENSG00000267106	ZNF561-AS1	0.003577065
ENSG00000242593	RP5-921G16.1	0.003543387
ENSG00000140873	ADAMTS18	0.003466284
ENSG00000164976	KIAA1161	0.003441045
ENSG00000169288	MRPL1	0.00315033
ENSG00000162433	AK4	0.003088569
ENSG00000112902	SEMA5A	0.002987376
ENSG00000075188	NUP37	0.002762747
ENSG00000132256	TRIM5	0.002631703
ENSG00000069431	ABCC9	0.002376074
ENSG00000130717	UCK1	0.00217043
ENSG00000172554	SNTG2	0.002102106
ENSG00000226525	RPS7P10	0.001641005
ENSG00000143224	PPOX	0.001369909
ENSG00000167895	TMC8	0.00136981
ENSG00000254561	RP11-196E1.3	0.00116424
ENSG00000117394	SLC2A1	0.001053425
ENSG00000138032	PPM1B	0.001018324
ENSG00000132329	RAMP1	0.001011488
ENSG00000104964	AES	0.000862972
ENSG00000138413	IDH1	0.000825258
ENSG00000180694	TMEM64	0.000801509
ENSG00000101210	EEF1A2	0.000576767
ENSG00000101974	ATP11C	0.000375902
ENSG00000221978	CCNL2	0.000279822
ENSG00000081177	EXD2	0.000265881
ENSG00000244879	GABPB1-AS1	1.59446E-05
ENSG00000197168	NEK5	-7.08833E-05
ENSG00000011451	WIZ	-0.000129887
ENSG00000184220	CMSS1	-0.000579868
ENSG00000089177	KIF16B	-0.000587326
ENSG00000106546	AHR	-0.000681986
ENSG00000183853	KIRREL	-0.000697957
ENSG00000105245	NUMBL	-0.000705756
ENSG00000067533	RRP15	-0.00085947
ENSG00000118518	RNF146	-0.000985257
ENSG00000238198	RP11-31F15.2	-0.001164226
ENSG00000187097	ENTPD5	-0.001231738
ENSG00000184402	SS18L1	-0.001322374
ENSG00000253506	NACA2	-0.001339075
ENSG00000119121	TRPM6	-0.001384002
ENSG00000117461	PIK3R3	-0.001403596
ENSG00000231770	TMEM44-AS1	-0.001490346
ENSG00000144029	MRPS5	-0.001564754
ENSG00000158467	AHCYL2	-0.001715196
ENSG00000125844	RRBP1	-0.001977835
ENSG00000181524	RPL24P4	-0.002053293
ENSG00000198858	R3HDM4	-0.002159869
ENSG00000261675	RP5-1119A7.17	-0.002219089
ENSG00000100612	DHRS7	-0.002284901
ENSG00000189241	TSPYL1	-0.002290369
ENSG00000261460	RP11-106M3.3	-0.002384737
ENSG00000260691	ANKRD20A1	-0.002390915
ENSG00000238184	CD81-AS1	-0.002458233
ENSG00000273238	RP11-1263C18.1	-0.00254415
ENSG00000278254	RP4-668E10.4	-0.002567212
ENSG00000135473	PAN2	-0.002885398
ENSG00000260260	SNHG19	-0.002934923
ENSG00000166263	STXBP4	-0.003006204
ENSG00000269293	ZSCAN16-AS1	-0.003040379
ENSG00000104290	FZD3	-0.003070103
ENSG00000154845	PPP4R1	-0.003095046
ENSG00000273674	CTD-2378E12.1	-0.003134517
ENSG00000116754	SRSF11	-0.003155816
ENSG00000175309	PHYKPL	-0.00320431
ENSG00000135905	DOCK10	-0.003365327
ENSG00000111142	METAP2	-0.003466232
ENSG00000169020	ATP5I	-0.003620504
ENSG00000132522	GPS2	-0.003853114
ENSG00000180011	ZADH2	-0.003853755
ENSG00000174021	GNG5	-0.004233553
ENSG00000169031	COL4A3	-0.004365453
ENSG00000185432	METTL7A	-0.004406233
ENSG00000160111	CPAMD8	-0.004566643
ENSG00000089060	SLC8B1	-0.004679584
ENSG00000166925	TSC22D4	-0.004703354
ENSG00000183569	SERHL2	-0.004741217
ENSG00000075702	WDR62	-0.005032379
ENSG00000133243	BTBD2	-0.005178073
ENSG00000167863	ATP5H	-0.005242665
ENSG00000128655	PDE11A	-0.005360592
ENSG00000112031	MTRF1L	-0.005559004
ENSG00000164181	ELOVL7	-0.00559284
ENSG00000204311	DFNB59	-0.005613686
ENSG00000231252	RP11-436K8.1	-0.005645663
ENSG00000063180	CA11	-0.005711584
ENSG00000253807	LINC01170	-0.005833111
ENSG00000119638	NEK9	-0.006008464
ENSG00000104888	SLC17A7	-0.006014774
ENSG00000158747	NBL1	-0.006221897
ENSG00000214402	LCNL1	-0.006375812
ENSG00000198521	ZNF43	-0.0063861
ENSG00000204160	ZDHHC18	-0.006406354
ENSG00000273247	RP11-83A24.2	-0.00650124
ENSG00000154930	ACSS1	-0.006549683
ENSG00000177410	ZFAS1	-0.006573291
ENSG00000111707	SUDS3	-0.006627724
ENSG00000079805	DNM2	-0.006818328
ENSG00000109083	IFT20	-0.006965361
ENSG00000172466	ZNF24	-0.007021143
ENSG00000278931	bP-2189O9.2	-0.007175576
ENSG00000235106	LINC00094	-0.007209426
ENSG00000157181	C1orf27	-0.007386831
ENSG00000099256	PRTFDC1	-0.007788136
ENSG00000234335	RPS4XP11	-0.007826812
ENSG00000067141	NEO1	-0.007926376
ENSG00000123612	ACVR1C	-0.008014025
ENSG00000120647	CCDC77	-0.008039448
ENSG00000185917	SETD4	-0.008277368
ENSG00000259868	RP11-1012E15.2	-0.008418289
ENSG00000176956	LY6H	-0.00885584
ENSG00000111275	ALDH2	-0.008906052
ENSG00000176834	VSIG10	-0.008933124
ENSG00000267787	RP11-35G9.5	-0.009043941
ENSG00000267419	CTC-559E9.6	-0.009168946
ENSG00000135365	PHF21A	-0.009323627
ENSG00000245888	FLJ21408	-0.00937936
ENSG00000105397	TYK2	-0.009417005
ENSG00000135924	DNAJB2	-0.00944117
ENSG00000126016	AMOT	-0.009642735
ENSG00000170231	FABP6	-0.009661492
ENSG00000120690	ELF1	-0.009795989
ENSG00000186017	ZNF566	-0.009969425
ENSG00000135945	REV1	-0.009978099
ENSG00000198258	UBL5	-0.010036372
ENSG00000101843	PSMD10	-0.010078735
ENSG00000134873	CLDN10	-0.010092109
ENSG00000152767	FARP1	-0.01012532
ENSG00000185482	STAC3	-0.010157346
ENSG00000160213	CSTB	-0.010245962
ENSG00000184208	C22orf46	-0.01048252
ENSG00000215244	RP11-563J2.2	-0.010869232
ENSG00000257303	RP11-977G19.11	-0.01098634
ENSG00000147912	FBXO10	-0.011050703
ENSG00000104915	STX10	-0.011197557
ENSG00000047634	SCML1	-0.011251855
ENSG00000106344	RBM28	-0.011684244
ENSG00000091879	ANGPT2	-0.011799262
ENSG00000079335	CDC14A	-0.011890653
ENSG00000116747	TROVE2	-0.011891891
ENSG00000100427	MLC1	-0.012011007
ENSG00000197497	ZNF665	-0.01216298
ENSG00000144713	RPL32	-0.012171231
ENSG00000145734	BDP1	-0.012266513
ENSG00000083857	FAT1	-0.012282185
ENSG00000155380	SLC16A1	-0.012499317
ENSG00000101400	SNTA1	-0.012760809
ENSG00000113594	LIFR	-0.012971745
ENSG00000137507	LRRC32	-0.012972997
ENSG00000118496	FBXO30	-0.013174092
ENSG00000169925	BRD3	-0.013192138
ENSG00000141510	TP53	-0.013251682
ENSG00000140323	DISP2	-0.013336865
ENSG00000155850	SLC26A2	-0.013345979
ENSG00000171316	CHD7	-0.013401107
ENSG00000076067	RBMS2	-0.013467257
ENSG00000076928	ARHGEF1	-0.013571333
ENSG00000139155	SLCO1C1	-0.013587485
ENSG00000253988	RP11-489O18.1	-0.013747331
ENSG00000009830	POMT2	-0.014253409
ENSG00000238290	RP11-431K24.1	-0.01435176
ENSG00000140470	ADAMTS17	-0.014866522
ENSG00000233762	AC007969.5	-0.014876713
ENSG00000165730	STOX1	-0.014886236
ENSG00000261326	LINC01355	-0.015151023
ENSG00000267041	ZNF850	-0.01515608
ENSG00000110583	NAA40	-0.015283379
ENSG00000259972	AC009120.6	-0.015294874
ENSG00000136451	VEZF1	-0.015715969
ENSG00000169756	LIMS1	-0.015838365
ENSG00000079308	TNS1	-0.016017986
ENSG00000148730	EIF4EBP2	-0.016055067
ENSG00000096433	ITPR3	-0.016177586
ENSG00000232176	RP11-146N23.1	-0.016522064
ENSG00000273156	RP11-127B20.2	-0.016570805
ENSG00000087495	PHACTR3	-0.016775342
ENSG00000178498	DTX3	-0.017061723
ENSG00000102125	TAZ	-0.01707591
ENSG00000108830	RND2	-0.017236451
ENSG00000135414	GDF11	-0.017279897
ENSG00000159409	CELF3	-0.017291802
ENSG00000239523	MYLK-AS1	-0.017397769
ENSG00000232855	AF131217.1	-0.017428238
ENSG00000173805	HAP1	-0.017492877
ENSG00000130066	SAT1	-0.018075745
ENSG00000005075	POLR2J	-0.018143521
ENSG00000149311	ATM	-0.018221654
ENSG00000107201	DDX58	-0.018222566
ENSG00000230317	LINC01284	-0.01827742
ENSG00000090097	PCBP4	-0.018282121
ENSG00000058272	PPP1R12A	-0.018759479
ENSG00000108312	UBTF	-0.018839772
ENSG00000120278	PLEKHG1	-0.01923886
ENSG00000168906	MAT2A	-0.019250956
ENSG00000046889	PREX2	-0.01927269
ENSG00000056487	PHF21B	-0.019284396
ENSG00000163110	PDLIM5	-0.019477768
ENSG00000197061	HIST1H4C	-0.019487255
ENSG00000132122	SPATA6	-0.019863319
ENSG00000140450	ARRDC4	-0.020451638
ENSG00000166153	DEPDC4	-0.02054255
ENSG00000116962	NID1	-0.020997676
ENSG00000104325	DECR1	-0.021036011
ENSG00000138944	KIAA1644	-0.021204505
ENSG00000198933	TBKBP1	-0.021238053
ENSG00000169071	ROR2	-0.021973472
ENSG00000109771	LRP2BP	-0.022024147
ENSG00000173210	ABLIM3	-0.022053677
ENSG00000179241	LDLRAD3	-0.022126698
ENSG00000181234	TMEM132C	-0.022609793
ENSG00000169871	TRIM56	-0.022683389
ENSG00000136869	TLR4	-0.022952916
ENSG00000154928	EPHB1	-0.023157984
ENSG00000204136	GGTA1P	-0.023512688
ENSG00000178074	C2orf69	-0.02359051
ENSG00000116062	MSH6	-0.023640925
ENSG00000081377	CDC14B	-0.023762318
ENSG00000187699	C2orf88	-0.023942979
ENSG00000178764	ZHX2	-0.024187117
ENSG00000234036	TXNP6	-0.0244833
ENSG00000261195	CTD-2380F24.1	-0.024969511
ENSG00000116194	ANGPTL1	-0.025208963
ENSG00000184845	DRD1	-0.025341624
ENSG00000256955	RP11-417L19.2	-0.02534205
ENSG00000144283	PKP4	-0.02580817
ENSG00000134824	FADS2	-0.025813409
